idx,text,label
4104,The tires of the vehicle were lost. His car is equipped with solid rubber tires.,None
4105,Jerry sees that the prey is killed. Jerry watches beasts chasing prey on TV.,cause
4106,Jerry sees that the prey is killed. Jerry watches beasts playing with prey on TV.,None
4107,Mike advices John to buy some imported from south africa. John wanted a piece of material that had biological activity.,None
4108,Mike advices John to buy some imported from south africa. John wants the purest geraniums.,cause
4109,Bob was hospitalized for drinking. Some people learned how to make beers with top fermenting yeasts from him.,None
4110,Bob was hospitalized for drinking. The results showed that the frequency of bacterial overgrowth in his upper gastrointestinal tract increased.,effect
4111,Their house were visted by a theif. It temperature hasn't been influenced.,None
4112,Their house were visted by a theif. Their things have been stolen.,effect
4113,I can read an  ancient writing called hieroglyphics. I can read what scribes writes.,effect
4114,I can read an  ancient writing called hieroglyphics. Those hieroglyphs are diffcult to interpret.,None
4115,Yuan Longping used this method to breed hybrid rice. The government is aware of the importance of children's health for the future of the country and wants to reduce child mortality.,None
4116,Yuan Longping used this method to breed hybrid rice. Yuan Longping makes rice genetic changes through cross-species reproduction.,cause
4117,Tom and Lucy have different conclusions. Tom and Lucy joined in a debate competition.,cause
4118,Tom and Lucy have different conclusions. Tom and Lucy are curious about the definition of the leaf.,None
4119,He became an excellent fighting athlete. Tom plays wrestling with his friends every day.,cause
4120,He became an excellent fighting athlete. Tom is an athlete.,None
4121,"The test report is generally said to be high infiltration. Ruhr's doctors found that Ruhr's white blood cells increased, and has leukocytosis.",None
4122,The test report is generally said to be high infiltration. Some tests have high heat loss rates.,cause
4123,I knew how to measure the pressure of the atmosphere. I don't know what CM refers to.,None
4124,I knew how to measure the pressure of the atmosphere. The teacher taught me to use barometers.,cause
4125,The monster was made of dunes. He could not digest the food he ate since bile didn't play its role.,None
4126,The monster was made of dunes. Wind is his migration tool.,effect
4127,This kind of young animal grow rapidly. This kind of young animal is likely to suffer from  scurvy.,effect
4128,This kind of young animal grow rapidly. Other animals are their preys.,None
4129,The plant is healing it wound. The plant harvest was affected.,None
4130,The plant is healing it wound. Its epithelial tissue is regenerated.,effect
4131,Scientists have found that only humans can laugh. Human always throw cans casually.,None
4132,Scientists have found that only humans can laugh. Scientists study the facial expressions of various organisms.,cause
4133,He bought a mattress after that. He made compression of the pad.,None
4134,He bought a mattress after that. John bought a bed.,cause
4135,Tom believes that money will bring him happiness. He always hopes to earn more money.,effect
4136,Tom believes that money will bring him happiness. He runs for this dream every day.,None
4137,Tom buys ten roses for his girlfriend. Most of the gardener misunderstood the hydrangeas.,None
4138,Tom buys ten roses for his girlfriend. None of the roses are the same with each other.,effect
4139,Hypercalcaemia is one of his compications. There are a lot of fat droplets in Tom's body.,None
4140,Hypercalcaemia is one of his compications. My grandpa has cancer.,cause
4141,He starts to walk. Tom moves around the hive.,None
4142,He starts to walk. The cute cub is four mouths old.,cause
4143,He cut out the tendons. He wanted to separate the muscles from the bone.,cause
4144,He cut out the tendons. Tom has done a surgical proceddure.,None
4145,The crops were frozen. Today is sleet.,cause
4146,The crops were frozen. Seagrass decreased dramatically.,None
4147,Male should reduce using reserpine. Lila wanted everyone in the big room to hear her clearly.,None
4148,Male should reduce using reserpine. Reserpine has negative effects on having sex.,cause
4149,Tom always annoys Mary. Mary hates Tom.,effect
4150,Tom always annoys Mary. Mary found the cake was rich in moisture the next day.,None
4151,They found that they could not neutralize without quinones. They found that they could synthesized it without water.,None
4152,They found that they could not neutralize without quinones. They're synthesizing allomelanin.,cause
4153,They hunt many flying insects. Mary kept several swallows.,cause
4154,They hunt many flying insects. I want to raise some birds to eat insects in my garden.,None
4155,He has learned a lot about the overviews of the novel. Michael has read several chapters of a novel.,cause
4156,He has learned a lot about the overviews of the novel. Tom gets a good grade in the exam.,None
4157,Bob caught a anglerfish. He was infected by bacteria.,None
4158,Bob caught a anglerfish. Its appearance is strange.,effect
4159,He didn't make it because the air pressure there is beyond the limits of the air gage. Peter was going on a trip to the Caribbean Basin.,None
4160,He didn't make it because the air pressure there is beyond the limits of the air gage. Tom used an air gage to measure the air pressure on a high mountain.,cause
4161,Sam has a transvestite. Sam suffered from depression.,None
4162,Sam has a transvestite. Sam was abused by his parents when he was a child.,cause
4163,Tom did not show any symptoms of this disease. Tom had treated many patients with rubella.,None
4164,Tom did not show any symptoms of this disease. Genetic analysis showed that the pathogenic gene was heterozygous in Tom's body.,cause
